ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,pobtot,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,P_0A4,P_0A4_F,P_0A4_M,P_5A9,P_5A9_F,P_5A9_M,P_10A14,P_10A14_F,P_10A14_M,P_15A19,P_15A19_F,P_15A19_M,P_20A24,P_20A24_F,P_20A24_M,P_25A29,P_25A29_F,P_25A29_M,P_30A34,P_30A34_F,P_30A34_M,P_35A39,P_35A39_F,P_35A39_M,P_40A44,P_40A44_F,P_40A44_M,P_45A49,P_45A49_F,P_45A49_M,P_50A54,P_50A54_F,P_50A54_M,P_55A59,P_55A59_F,P_55A59_M,P_60A64,P_60A64_F,P_60A64_M,P_65A69,P_65A69_F,P_65A69_M,P_70A74,P_70A74_F,P_70A74_M,P_75A79,P_75A79_F,P_75A79_M,P_80A84,P_80A84_F,P_80A84_M,P_85YMAS,P_85YMAS_F,P_85YMAS_M,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,TAMLOC,area_alcaldia,densidad_por_alcaldia,hogares_por_vivienda,tasa_anual,factor_5anos_crecimiento,poblacion_2025,categorizacion_educacion,categorizacion_nivel_educativo,porcentaje_piso_digno,porcentaje_tasa_desocupacion,porcentaje_con_seguro_social
9,Ciudad de México,9,Milpa Alta,15,San Bartolomé Xicomulco," 99°04'04.413"" W","19°12'24.334"" N",2593.0,17.0,4933,2582.0,2351.0,159.0,87.0,72.0,4774.0,2495.0,2279.0,4637.0,2424.0,2213.0,4086.0,2132.0,1954.0,3819.0,1996.0,1823.0,3556.0,1876.0,1680.0,195.0,107.0,88.0,493.0,256.0,237.0,590.0,308.0,282.0,267.0,136.0,131.0,263.0,120.0,143.0,572,285,287,1368,614,325,289,91.05,1114,3408,411,296,158,138,391,203,188,427,225,202,438,206,232,397,199,198,364,184,180,325,178,147,315,174,141,397,216,181,378,211,167,345,186,159,246,117,129,203,116,87,143,71,72,106,54,52,80,37,43,41,25,16,41,22,19,1.82,4204,2193,2011,718,382,336,4551,2379,2172,83,44,39,80,44,36,0,0,0,78,43,35,80,0,78,198,86,48,38,301,124,137,54,99,52,65,500,132,281,35,127,23,115,119,4062,62,32,30,24,12,12,21,11,10,199,94,105,252,127,125,10,3,7,75,49,26,94,60,34,157,97,60,409,215,194,74,37,37,1137,555,582,1829,973,856,10.42,10.4,10.44,2409.0,1042,1367,1668,1083,585,2347,1032,1315,62.0,10,52,1148,3785,1018.0,762,40,25,1896,5,34,37,1431,2167,488,3100,422,10,1395,1331.0,390,941,4933,1302,3631,1522,1331,1426,1235,1328,1331,117,74,4933,3.71,0.99,1301.0,27,490,838,106,227,995,1325,3,1312,1261,16,1203,517,1319,5,1321,7,1307,2,1320,754,0,1153,976,634,534,104,253,1037,1250,545,745,1178,746,353,196,110,31,64,505,2,5,228.41,21.597127971629963,1.0,0.7630564562223838,17.03456693280564,84031.51867953021,medio,secundaria,16.666666666666664,2.5736820257368205,20.636529495236164
9,Ciudad de México,9,Milpa Alta,17,San Francisco Tecoxpa," 99°00'22.633"" W","19°11'58.014"" N",2308.0,12.0,13919,7113.0,6806.0,515.0,240.0,275.0,13397.0,6869.0,6528.0,12959.0,6663.0,6296.0,11340.0,5854.0,5486.0,10617.0,5493.0,5124.0,9868.0,5129.0,4739.0,679.0,322.0,357.0,1378.0,693.0,685.0,1629.0,809.0,820.0,723.0,361.0,362.0,749.0,364.0,385.0,1803,866,937,3929,1430,761,669,95.68,3295,9680,937,953,446,507,1158,588,570,1184,582,602,1232,603,629,1320,627,693,1145,577,568,1094,584,510,1021,535,486,947,511,436,936,492,444,846,471,375,646,332,314,493,264,229,335,168,167,228,110,118,180,104,76,98,56,42,96,59,37,1.89,11824,6021,5803,2068,1081,987,12637,6500,6137,305,158,147,584,302,282,5,4,1,574,295,279,581,5,571,1459,243,114,129,794,342,358,90,177,119,145,2137,635,1415,93,386,64,538,181,10899,170,66,104,27,11,16,31,12,19,568,283,285,671,329,342,34,14,20,292,190,102,283,175,108,614,350,264,1166,612,554,385,153,232,3128,1547,1581,4688,2462,2226,10.03,9.99,10.08,8150.0,3657,4493,3172,2187,985,8060,3627,4433,90.0,30,60,4051,9850,1498.0,3019,18,79,5141,15,70,93,3885,6094,1354,11117,730,4,2042,3613.0,1223,2390,13919,4390,9529,4105,3613,3909,3417,3602,3613,374,118,13919,3.85,1.01,3537.0,64,1313,2289,407,564,2631,3595,7,3518,3314,84,2979,473,3509,54,3529,73,3459,1,3501,1846,32,2874,2329,1234,1670,264,564,2840,3337,1208,1832,3243,1719,885,385,241,113,184,1718,40,7,228.41,60.938662930694804,1.0,1.0250823051355917,34.05754933442315,474047.02918583585,medio,secundaria,16.666666666666664,1.1042944785276074,10.762267404267547
9,Ciudad de México,9,Milpa Alta,24,San Pablo Oztotepec," 99°04'23.337"" W","19°11'14.226"" N",2715.0,226.0,17715,9204.0,8511.0,722.0,376.0,346.0,16993.0,8828.0,8165.0,16464.0,8556.0,7908.0,14307.0,7458.0,6849.0,13314.0,6932.0,6382.0,12334.0,6457.0,5877.0,857.0,460.0,397.0,1829.0,910.0,919.0,2208.0,1124.0,1084.0,993.0,526.0,467.0,980.0,475.0,505.0,2141,1076,1065,4904,1903,1017,886,92.47,4401,12081,1233,1251,648,603,1530,779,751,1620,845,775,1606,799,807,1515,752,763,1513,789,724,1312,670,642,1272,678,594,1206,630,576,1133,586,547,1050,561,489,804,450,354,670,345,325,484,248,236,287,166,121,220,122,98,146,75,71,96,61,35,1.93,15680,8113,7567,2008,1078,930,16233,8449,7784,219,101,118,310,152,158,1,1,0,308,150,158,310,1,308,819,239,124,115,773,374,294,126,185,148,147,2241,713,1444,124,530,116,523,225,14602,266,122,144,52,24,28,35,16,19,751,385,366,800,412,388,35,13,22,252,166,86,368,222,146,639,377,262,1406,777,629,599,277,322,3752,1878,1874,6015,3121,2894,10.04,9.94,10.16,9102.0,3895,5207,5183,3552,1631,8931,3837,5094,171.0,58,113,3938,13774,4201.0,2503,25,363,6537,37,155,125,4803,7753,1748,13692,1637,12,2367,4488.0,1383,3105,17715,4908,12807,5116,4488,4974,4346,4482,4488,423,205,17715,3.95,1.03,4418.0,63,1562,2920,412,694,3376,4478,4,4146,3977,336,4024,915,4415,42,4462,20,4131,0,4435,2880,39,3607,3293,1801,1466,304,362,3679,4252,1719,2743,3801,2633,695,567,363,95,271,1614,52,8,228.41,77.55790026706362,1.0,0.546761208369235,8.853527870414847,156840.24622439902,medio,secundaria,16.666666666666664,1.8787079762689518,23.714366356195317
9,Ciudad de México,9,Milpa Alta,29,San Pedro Atocpan," 99°02'57.879"" W","19°12'05.894"" N",2447.0,11.0,9234,4705.0,4529.0,374.0,188.0,186.0,8860.0,4517.0,4343.0,8598.0,4386.0,4212.0,7556.0,3862.0,3694.0,7139.0,3662.0,3477.0,6675.0,3443.0,3232.0,404.0,195.0,209.0,900.0,460.0,440.0,1010.0,502.0,508.0,417.0,200.0,217.0,464.0,219.0,245.0,1105,548,557,2504,1155,620,535,96.26,2095,6412,727,636,319,317,739,370,369,720,354,366,789,367,422,780,400,380,835,408,427,738,375,363,694,372,322,569,285,284,582,297,285,532,294,238,465,244,221,428,213,215,254,125,129,213,129,84,126,70,56,82,45,37,52,38,14,1.89,8231,4163,4068,977,531,446,8434,4300,4134,141,80,61,380,177,203,4,2,2,375,175,200,380,4,375,952,156,79,77,442,218,193,71,103,74,86,1032,338,683,94,259,91,227,82,7723,129,69,60,29,15,14,38,19,19,333,168,165,393,200,193,16,6,10,205,125,80,245,141,104,359,194,165,1030,537,493,276,109,167,1990,1012,978,3026,1573,1453,9.76,9.77,9.75,5542.0,2512,3030,1985,1336,649,5497,2490,3007,45.0,22,23,3868,5357,821.0,596,4,29,3846,5,70,16,2513,3993,1044,7535,434,4,1248,2342.0,742,1600,9234,2750,6484,2620,2342,2534,2256,2332,2342,253,25,9234,3.94,1.03,2243.0,89,872,1460,246,328,1758,2324,8,2256,2152,76,1885,583,2279,35,2291,41,2223,2,2277,1223,21,1753,1419,654,1070,126,317,1655,2132,738,1123,1917,978,457,204,131,108,245,1213,40,6,228.41,40.42730178188346,1.0,0.9606483964032999,28.97334197938764,267539.8398376655,medio,secundaria,16.666666666666664,0.811981234211476,8.891054797487547
9,Ciudad de México,9,Milpa Alta,33,San Salvador Cuauhtenco," 99°05'23.835"" W","19°11'31.158"" N",2753.0,14.0,16847,8665.0,8182.0,646.0,321.0,325.0,16194.0,8341.0,7853.0,15699.0,8104.0,7595.0,13677.0,7112.0,6565.0,12819.0,6688.0,6131.0,11895.0,6212.0,5683.0,777.0,379.0,398.0,1740.0,850.0,890.0,2046.0,1003.0,1043.0,858.0,424.0,434.0,924.0,476.0,448.0,2220,1093,1127,4786,1638,875,763,94.43,4021,11787,1032,1141,558,583,1431,714,717,1449,702,747,1540,759,781,1604,810,794,1505,761,744,1273,677,596,1105,590,515,1107,608,499,1133,581,552,1056,579,477,858,448,410,606,311,295,419,210,209,270,161,109,169,85,84,89,53,36,85,55,30,1.92,14062,7150,6912,2742,1491,1251,15361,7918,7443,313,173,140,422,220,202,2,2,0,418,217,201,422,2,418,1196,73,28,45,914,414,410,109,184,107,170,2229,605,1433,94,437,62,487,265,13580,267,128,139,41,22,19,26,10,16,742,389,353,790,403,387,28,13,15,287,195,92,334,217,117,582,336,246,1479,823,656,407,169,238,4072,2045,2027,5530,2869,2661,9.93,9.82,10.05,8879.0,3762,5117,4770,3335,1435,8749,3712,5037,130.0,50,80,4560,12277,3561.0,2708,3,397,5446,29,231,56,4429,7545,1703,12661,1669,75,2419,4233.0,1318,2915,16847,4806,12041,4738,4233,4547,4042,4231,4233,338,167,16847,3.98,1.04,4167.0,63,1453,2777,370,701,3159,4223,7,3585,2910,645,3836,1442,4141,61,4192,38,3567,2,4165,2495,21,3531,3173,2004,1604,333,324,3400,4055,1601,2675,3630,2548,797,518,411,62,217,1488,26,8,228.41,73.75771638719846,1.0,1.0325416513055101,34.6894384915228,584412.9702666847,medio,secundaria,16.666666666666664,1.4641288433382138,21.137294473793553
9,Ciudad de México,9,Milpa Alta,36,Santa Ana Tlacotenco," 98°59'52.083"" W","19°10'33.278"" N",2612.0,130.0,11715,6126.0,5589.0,454.0,254.0,200.0,11261.0,5872.0,5389.0,10966.0,5709.0,5257.0,9646.0,5064.0,4582.0,9022.0,4782.0,4240.0,8428.0,4477.0,3951.0,465.0,251.0,214.0,1150.0,557.0,593.0,1418.0,666.0,752.0,624.0,282.0,342.0,594.0,305.0,289.0,1374,694,680,3307,1430,761,669,91.23,2693,8053,969,749,417,332,891,429,462,1053,498,555,990,494,496,978,505,473,968,481,487,878,497,381,882,474,408,845,461,384,750,395,355,720,399,321,581,315,266,461,238,223,341,190,151,261,138,123,159,74,85,114,64,50,94,57,37,1.86,10759,5604,5155,941,516,425,10800,5631,5169,156,72,84,739,358,381,0,0,0,739,358,381,739,0,739,1886,127,64,63,611,248,252,101,211,98,84,1696,475,1123,106,386,61,356,151,9347,133,76,57,26,12,14,35,10,25,450,252,198,616,321,295,15,5,10,309,191,118,308,179,129,456,268,188,963,520,443,244,112,132,2600,1334,1266,4143,2187,1956,10.18,10.15,10.21,6372.0,2821,3551,3268,2242,1026,6264,2774,3490,108.0,47,61,2720,8994,1096.0,3444,21,89,4070,42,159,125,3381,5049,1216,9077,365,3,2270,3030.0,1013,2017,11715,3502,8213,3446,3030,3413,2997,3026,3030,355,61,11715,3.87,1,2930.0,96,1089,1937,288,479,2257,3021,5,2977,2942,49,2696,559,2937,66,2987,39,2945,1,2945,1751,28,2300,1890,1025,1212,188,308,2556,2870,995,1410,2457,1030,291,211,173,65,300,1711,36,7,228.41,51.28934810209711,1.0,0.5684832820750507,9.492912335810574,111209.46801402088,medio,secundaria,16.666666666666664,1.694915254237288,9.355527102005976
9,Ciudad de México,9,Milpa Alta,37,Cruztitla," 99°00'12.610"" W","19°12'53.590"" N",2308.0,90.0,1123,560.0,563.0,44.0,24.0,20.0,1079.0,536.0,543.0,1044.0,522.0,522.0,893.0,453.0,440.0,820.0,418.0,402.0,747.0,382.0,365.0,58.0,25.0,33.0,128.0,58.0,70.0,158.0,77.0,81.0,73.0,35.0,38.0,73.0,36.0,37.0,136,63,73,314,70,37,33,100.54,303,778,42,79,38,41,114,48,66,110,56,54,109,50,59,100,49,51,98,49,49,84,52,32,78,36,42,75,35,40,84,43,41,77,46,31,45,21,24,28,16,12,19,10,9,12,5,7,5,3,2,1,1,0,5,2,3,1.87,801,396,405,318,161,157,1023,509,514,21,13,8,37,20,17,0,0,0,36,19,17,37,0,36,96,22,13,9,52,16,31,5,8,5,11,167,40,113,6,34,2,20,20,892,16,7,9,4,3,1,6,3,3,53,26,27,37,15,22,6,3,3,21,17,4,36,24,12,44,22,22,85,41,44,24,12,12,296,154,142,307,152,155,9.42,9.22,9.63,551.0,219,332,342,234,108,528,209,319,23.0,10,13,261,862,204.0,139,0,8,481,6,19,11,330,487,76,722,146,6,249,278.0,84,194,1123,315,808,321,278,321,278,278,278,24,19,1123,4.04,1.15,257.0,21,92,186,32,56,190,278,0,133,54,145,230,107,259,10,256,22,130,0,247,161,0,220,172,89,98,47,60,226,260,109,126,255,147,80,47,28,5,16,105,1,4,228.41,4.916597346876231,1.0,0.28710425099922743,3.5323898111303893,3966.8737578994273,medio,secundaria,16.666666666666664,4.174228675136116,18.165627782724844
9,Ciudad de México,9,Milpa Alta,45,Los Pinos (Totulan)," 99°02'06.444"" W","19°11'00.784"" N",2572.0,87.0,57,26.0,31.0,2.0,1.0,1.0,55.0,25.0,30.0,55.0,25.0,30.0,48.0,23.0,25.0,46.0,22.0,24.0,43.0,20.0,23.0,1.0,0.0,1.0,6.0,2.0,4.0,7.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,1.0,5,2,3,15,6,3,3,119.23,11,44,2,2,1,1,3,1,2,6,2,4,5,2,3,3,2,1,5,1,4,7,3,4,10,5,5,2,1,1,3,1,2,2,2,0,3,2,1,4,2,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,57,26,31,0,0,0,55,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,56,0,0,0,0,0,0,1,0,1,3,2,1,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,6,3,3,0,0,0,21,11,10,17,7,10,9.65,9.59,9.71,48.0,23,25,0,0,0,48,23,25,0.0,0,0,11,46,0.0,5,0,0,41,0,0,0,21,21,6,53,4,0,0,17.0,6,11,57,20,37,19,17,19,17,17,17,1,1,57,3.35,0.86,16.0,1,7,10,1,5,11,17,0,17,15,0,17,0,17,0,17,0,17,0,17,9,0,13,12,2,8,0,1,16,16,1,1,17,4,0,0,0,1,0,13,0,1,228.41,0.24955124556718183,1.0,0.0414041150935931,1.2248881898037915,69.81862681881611,medio,secundaria,16.666666666666664,0.0,0.0
9,Ciudad de México,9,Milpa Alta,46,Xoctonco," 99°05'13.130"" W","19°11'02.584"" N",2866.0,65.0,394,193.0,201.0,19.0,7.0,12.0,375.0,186.0,189.0,364.0,180.0,184.0,321.0,156.0,165.0,298.0,146.0,152.0,272.0,134.0,138.0,17.0,11.0,6.0,37.0,19.0,18.0,45.0,19.0,26.0,23.0,10.0,13.0,26.0,12.0,14.0,58,28,30,112,22,10,12,104.15,96,284,14,30,13,17,34,21,13,32,13,19,44,22,22,40,18,22,31,14,17,33,17,16,34,19,15,21,10,11,26,12,14,25,17,8,22,7,15,8,3,5,7,4,3,1,0,1,1,0,1,2,2,0,3,1,2,1.8,305,146,159,89,47,42,361,179,182,3,1,2,12,6,6,0,0,0,12,6,6,12,0,12,37,0,0,0,15,10,4,1,2,1,1,29,8,18,5,7,1,3,3,350,6,2,4,0,0,0,0,0,0,19,10,9,12,9,3,0,0,0,7,3,4,17,6,11,13,8,5,35,20,15,12,3,9,114,54,60,94,48,46,9.05,9.18,8.93,208.0,77,131,113,79,34,205,77,128,3.0,0,3,112,282,58.0,33,0,12,176,0,3,0,100,194,27,262,56,0,76,107.0,24,83,394,64,330,126,107,126,107,106,107,9,10,394,3.68,1.23,99.0,7,46,60,13,30,63,101,5,10,0,96,87,12,99,3,102,4,9,0,100,80,7,72,70,22,24,3,0,63,89,15,40,68,41,4,1,3,15,29,63,9,2,228.41,1.7249682588328006,1.0,0.19745247652368558,2.4620191838282777,970.0355584283413,medio,secundaria,16.666666666666664,1.4423076923076923,14.720812182741117
9,Ciudad de México,9,Milpa Alta,50,Cozcatlán," 99°01'03.626"" W","19°10'52.254"" N",2539.0,13.0,27,17.0,10.0,1.0,1.0,0.0,26.0,16.0,10.0,25.0,16.0,9.0,20.0,13.0,7.0,18.0,12.0,6.0,18.0,12.0,6.0,3.0,0.0,3.0,3.0,3.0,0.0,5.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2,2,0,9,1,0,1,58.82,9,17,1,2,1,1,5,3,2,2,1,1,0,0,0,2,2,0,3,3,0,2,1,1,4,2,2,1,1,0,0,0,0,2,1,1,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.92,26,17,9,1,0,1,25,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,23,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,6,2,4,8,8,0,10.11,11.17,8,14.0,8,6,6,5,1,14,8,6,0.0,0,0,8,19,0.0,10,0,0,9,0,0,0,8,10,2,27,0,0,0,6.0,2,4,27,14,13,8,6,8,6,6,6,2,0,27,4.5,1.04,6.0,0,3,3,1,0,5,6,0,6,5,0,5,5,6,0,6,0,6,0,6,0,0,6,6,2,5,1,1,5,5,3,1,6,0,1,0,0,0,0,3,0,1,228.41,0.11820848474234928,1.0,0.07582601315556525,1.4411533842457844,38.91114137463618,medio,secundaria,16.666666666666664,0.0,0.0
9,Ciudad de México,9,Milpa Alta,52,La Herradura (Séptima Curva)," 99°03'04.783"" W","19°11'08.198"" N",2601.0,117.0,102,51.0,51.0,5.0,4.0,1.0,97.0,47.0,50.0,93.0,43.0,50.0,81.0,42.0,39.0,74.0,40.0,34.0,67.0,38.0,29.0,4.0,4.0,0.0,12.0,1.0,11.0,17.0,2.0,15.0,7.0,2.0,5.0,7.0,2.0,5.0,15,7,8,29,4,4,0,100,28,70,4,9,8,1,8,1,7,11,2,9,11,5,6,11,4,7,6,4,2,8,4,4,9,6,3,8,4,4,2,2,0,11,5,6,4,2,2,0,0,0,1,1,0,1,1,0,2,2,0,0,0,0,0,0,0,2.19,84,39,45,18,12,6,90,41,49,3,2,1,6,3,3,0,0,0,6,3,3,6,0,6,20,2,1,1,6,1,2,2,2,1,1,13,5,10,0,3,0,2,2,82,2,2,0,1,0,1,1,0,1,4,1,3,7,3,4,0,0,0,3,2,1,4,2,2,3,3,0,7,5,2,11,4,7,26,15,11,20,10,10,8.86,8.63,9.15,51.0,25,26,29,17,12,51,25,26,0.0,0,0,48,54,11.0,0,0,0,43,0,0,0,29,43,9,93,7,0,2,31.0,17,14,102,45,57,35,31,35,31,31,31,2,2,102,3.29,1.29,31.0,0,21,10,10,9,12,31,0,30,29,1,18,2,23,1,24,7,24,0,23,17,0,18,14,4,14,0,0,13,29,3,5,28,7,1,0,1,1,3,23,0,1,228.41,0.44656538680443064,1.0,0.013626420389245997,1.0700143695727824,109.14146569642381,bajo,primaria,16.666666666666664,0.0,10.784313725490197
9,Ciudad de México,9,Milpa Alta,54,Zangahco," 99°03'56.390"" W","19°10'26.192"" N",2805.0,88.0,72,34.0,38.0,3.0,2.0,1.0,69.0,32.0,37.0,68.0,32.0,36.0,57.0,24.0,33.0,53.0,21.0,32.0,44.0,21.0,23.0,1.0,0.0,1.0,11.0,8.0,3.0,13.0,10.0,3.0,4.0,3.0,1.0,9.0,0.0,9.0,7,2,5,20,2,1,1,111.76,19,52,1,4,2,2,6,4,2,9,7,2,11,1,10,5,1,4,4,3,1,6,4,2,5,3,2,10,6,4,9,2,7,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,51,25,26,21,9,12,66,31,35,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,5,0,0,0,0,5,0,5,0,1,0,0,3,60,0,0,0,0,0,0,0,0,0,7,0,7,1,0,1,1,1,0,2,2,0,2,1,1,8,4,4,4,1,3,3,1,2,13,7,6,17,7,10,8.98,8.85,9.06,39.0,14,25,18,10,8,39,14,25,0.0,0,0,12,60,19.0,4,0,0,38,0,0,0,22,33,2,52,0,0,20,18.0,2,16,72,6,66,23,18,23,18,18,18,5,0,72,4.0,1.36,17.0,1,7,11,1,6,11,18,0,0,0,18,17,3,16,2,17,1,0,0,17,10,0,10,10,4,7,2,3,16,17,6,0,16,0,1,0,1,1,2,12,0,1,228.41,0.3152226259795981,1.0,0.019867065968887654,1.103361530354301,79.44203018550967,bajo,primaria,16.666666666666664,0.0,26.38888888888889
9,Ciudad de México,9,Milpa Alta,56,Hueycotzingo," 99°03'08.648"" W","19°11'28.736"" N",2546.0,51.0,110,59.0,51.0,4.0,1.0,3.0,106.0,58.0,48.0,104.0,56.0,48.0,88.0,48.0,40.0,81.0,43.0,38.0,74.0,39.0,35.0,4.0,2.0,2.0,14.0,8.0,6.0,15.0,11.0,4.0,7.0,5.0,2.0,7.0,4.0,3.0,17,9,8,35,8,5,3,86.44,29,78,3,6,3,3,12,5,7,11,8,3,12,7,5,12,6,6,11,5,6,7,4,3,9,6,3,7,3,4,8,4,4,4,3,1,3,0,3,5,3,2,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1.77,105,57,48,5,2,3,104,56,48,0,0,0,3,2,1,0,0,0,3,2,1,3,0,3,11,0,0,0,2,1,2,0,0,1,1,3,1,3,1,1,1,1,0,105,3,1,2,1,1,0,0,0,0,5,3,2,7,5,2,2,2,0,2,2,0,2,1,1,8,6,2,7,2,5,8,3,5,29,16,13,24,14,10,9.33,9.28,9.39,42.0,12,30,46,36,10,41,11,30,1.0,1,0,41,69,5.0,9,0,0,50,0,5,0,31,50,7,90,0,0,20,25.0,6,19,110,29,81,28,25,28,25,25,25,0,3,110,4.4,1.2,24.0,1,12,13,8,5,12,25,0,24,19,1,20,1,23,2,25,0,24,0,24,15,0,16,16,3,8,3,2,19,25,6,8,21,9,3,1,0,0,3,15,0,1,228.41,0.481590123024386,1.0,0.07989679167611152,1.4686261420450204,161.54887562495225,medio,secundaria,16.666666666666664,2.380952380952381,4.545454545454546
