ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,pobtot,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M,REL_H_M,POB0_14,POB15_64,POB65_MAS,P_0A4,P_0A4_F,P_0A4_M,P_5A9,P_5A9_F,P_5A9_M,P_10A14,P_10A14_F,P_10A14_M,P_15A19,P_15A19_F,P_15A19_M,P_20A24,P_20A24_F,P_20A24_M,P_25A29,P_25A29_F,P_25A29_M,P_30A34,P_30A34_F,P_30A34_M,P_35A39,P_35A39_F,P_35A39_M,P_40A44,P_40A44_F,P_40A44_M,P_45A49,P_45A49_F,P_45A49_M,P_50A54,P_50A54_F,P_50A54_M,P_55A59,P_55A59_F,P_55A59_M,P_60A64,P_60A64_F,P_60A64_M,P_65A69,P_65A69_F,P_65A69_M,P_70A74,P_70A74_F,P_70A74_M,P_75A79,P_75A79_F,P_75A79_M,P_80A84,P_80A84_F,P_80A84_M,P_85YMAS,P_85YMAS_F,P_85YMAS_M,PROM_HNV,PNACENT,PNACENT_F,PNACENT_M,PNACOE,PNACOE_F,PNACOE_M,PRES2015,PRES2015_F,PRES2015_M,PRESOE15,PRESOE15_F,PRESOE15_M,P3YM_HLI,P3YM_HLI_F,P3YM_HLI_M,P3HLINHE,P3HLINHE_F,P3HLINHE_M,P3HLI_HE,P3HLI_HE_F,P3HLI_HE_M,P5_HLI,P5_HLI_NHE,P5_HLI_HE,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCDISC_MOT,PCDISC_VIS,PCDISC_LENG,PCDISC_AUD,PCDISC_MOT2,PCDISC_MEN,PCON_LIMI,PCLIM_CSB,PCLIM_VIS,PCLIM_HACO,PCLIM_OAUD,PCLIM_MOT2,PCLIM_RE_CO,PCLIM_PMEN,PSIND_LIM,P3A5_NOA,P3A5_NOA_F,P3A5_NOA_M,P6A11_NOA,P6A11_NOAF,P6A11_NOAM,P12A14NOA,P12A14NOAF,P12A14NOAM,P15A17A,P15A17A_F,P15A17A_M,P18A24A,P18A24A_F,P18A24A_M,P8A14AN,P8A14AN_F,P8A14AN_M,P15YM_AN,P15YM_AN_F,P15YM_AN_M,P15YM_SE,P15YM_SE_F,P15YM_SE_M,P15PRI_IN,P15PRI_INF,P15PRI_INM,P15PRI_CO,P15PRI_COF,P15PRI_COM,P15SEC_IN,P15SEC_INF,P15SEC_INM,P15SEC_CO,P15SEC_COF,P15SEC_COM,P18YM_PB,P18YM_PB_F,P18YM_PB_M,GRAPROES,GRAPROES_F,GRAPROES_M,PEA,PEA_F,PEA_M,PE_INAC,PE_INAC_F,PE_INAC_M,POCUPADA,POCUPADA_F,POCUPADA_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PDER_SS,PDER_IMSS,PDER_ISTE,PDER_ISTEE,PAFIL_PDOM,PDER_SEGP,PDER_IMSSB,PAFIL_IPRIV,PAFIL_OTRAI,P12YM_SOLT,P12YM_CASA,P12YM_SEPA,PCATOLICA,PRO_CRIEVA,POTRAS_REL,PSIN_RELIG,TOTHOG,HOGJEF_F,HOGJEF_M,POBHOG,PHOGJEF_F,PHOGJEF_M,VIVTOT,TVIVHAB,TVIVPAR,VIVPAR_HAB,VIVPARH_CV,TVIVPARHAB,VIVPAR_DES,VIVPAR_UT,OCUPVIVPAR,PROM_OCUP,PRO_OCUP_C,VPH_PISODT,VPH_PISOTI,VPH_1DOR,VPH_2YMASD,VPH_1CUART,VPH_2CUART,VPH_3YMASC,VPH_C_ELEC,VPH_S_ELEC,VPH_AGUADV,VPH_AEASP,VPH_AGUAFV,VPH_TINACO,VPH_CISTER,VPH_EXCSA,VPH_LETR,VPH_DRENAJ,VPH_NODREN,VPH_C_SERV,VPH_NDEAED,VPH_DSADMA,VPH_NDACMM,VPH_SNBIEN,VPH_REFRI,VPH_LAVAD,VPH_HMICRO,VPH_AUTOM,VPH_MOTO,VPH_BICI,VPH_RADIO,VPH_TV,VPH_PC,VPH_TELEF,VPH_CEL,VPH_INTER,VPH_STVP,VPH_SPMVPI,VPH_CVJ,VPH_SINRTV,VPH_SINLTC,VPH_SINCINT,VPH_SINTIC,TAMLOC,area_alcaldia,densidad_por_alcaldia,hogares_por_vivienda,tasa_anual,factor_5anos_crecimiento,poblacion_2025,categorizacion_educacion,categorizacion_nivel_educativo,porcentaje_piso_digno,porcentaje_tasa_desocupacion,porcentaje_con_seguro_social
9,Ciudad de México,13,Xochimilco,215,Tepexomulco (Kilómetro 27.8)," 99°07'47.374"" W","19°13'36.279"" N",2515.0,46021.41767764298,12,6.0,6.0,1.0,0.0,1.0,11.0,6.0,5.0,11.0,6.0,5.0,10.0,5.0,5.0,9.0,5.0,4.0,9.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,2,3,2,1,100,3,8,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.6,8,4,4,4,2,2,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,3,1,2,2,1,1,8.22,7.6,9,5.0,2,3,5,3,2,5,2,3,0.0,0,0,4,8,1.0,7,0,0,0,0,0,0,2,6,2,12,0,0,0,4.0,2,2,12,2,10,4,4,4,4,4,4,0,0,12,3.0,0.92,4.0,0,3,1,1,0,3,4,0,0,0,4,4,0,4,0,4,0,0,0,4,2,0,1,1,0,2,0,2,4,3,0,0,3,0,1,0,0,0,1,4,0,1,118.01,0.1016862977713753,1.0,0.5618506968423859,9.29389107999975,111.52669295999699,bajo,primaria,16.666666666666664,0.0,8.333333333333332
9,Ciudad de México,13,Xochimilco,218,Ixcuicuilco," 99°07'02.437"" W","19°13'15.686"" N",2378.0,46021.41767764298,43,22.0,21.0,1.0,0.0,1.0,42.0,22.0,20.0,40.0,20.0,20.0,31.0,15.0,16.0,31.0,15.0,16.0,31.0,15.0,16.0,2.0,2.0,0.0,9.0,5.0,4.0,6.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,2,11,2,1,1,95.45,12,31,0,3,2,1,6,4,2,3,1,2,2,1,1,3,2,1,4,2,2,4,1,3,6,3,3,2,1,1,3,1,2,1,1,0,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,30,15,15,13,7,6,40,20,20,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,4,2,1,1,5,0,3,0,0,0,2,9,4,3,4,1,4,5,1,28,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,4,4,0,1,1,0,14,8,6,11,2,9,9.77,8.53,10.94,22.0,7,15,9,8,1,22,7,15,0.0,0,0,16,27,17.0,5,0,0,5,0,0,0,8,22,1,37,2,0,4,12.0,3,9,43,6,37,15,12,15,12,12,12,1,2,43,3.58,1.19,11.0,1,5,7,2,2,8,12,0,12,5,0,11,3,9,3,12,0,12,0,11,10,0,11,10,8,1,1,1,8,12,6,5,10,4,2,1,1,0,0,6,0,1,118.01,0.36437590034742817,1.0,0.5022046376136347,7.649719170282164,328.93792432213303,medio,secundaria,16.666666666666664,0.0,39.53488372093023
9,Ciudad de México,13,Xochimilco,224,Corralón Policía Federal de Caminos," 99°03'16.351"" W","19°14'12.707"" N",2325.0,46021.41767764298,14,5.0,9.0,0.0,0.0,0.0,14.0,5.0,9.0,13.0,4.0,9.0,11.0,4.0,7.0,11.0,4.0,7.0,10.0,4.0,6.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,0,4,1,0,1,180,3,10,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,2,1,1,4,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.75,10,5,5,4,0,4,12,4,8,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1,10,4,6,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,1,3,4,3,1,10.36,14.25,8.14,8.0,3,5,2,1,1,7,3,4,1.0,0,1,5,9,0.0,4,0,0,4,1,0,0,3,6,2,12,0,0,2,3.0,0,3,14,0,14,4,3,4,3,3,3,1,0,14,4.67,1.75,3.0,0,1,2,1,0,2,3,0,1,0,2,2,1,2,0,1,2,1,0,1,2,0,2,0,0,1,0,0,3,2,0,1,3,1,0,0,0,0,0,2,0,1,118.01,0.11863401406660452,1.0,0.5550442695584983,9.09313808037458,127.30393312524411,medio,secundaria,16.666666666666664,12.5,0.0
9,Ciudad de México,13,Xochimilco,226,Cocopalcuautla," 99°02'46.345"" W","19°13'16.411"" N",2491.0,46021.41767764298,71,34.0,37.0,3.0,1.0,2.0,68.0,33.0,35.0,66.0,32.0,34.0,62.0,30.0,32.0,55.0,27.0,28.0,53.0,27.0,26.0,3.0,1.0,2.0,3.0,2.0,1.0,9.0,4.0,5.0,7.0,3.0,4.0,2.0,0.0,2.0,7,5,2,21,6,3,3,108.82,16,51,4,5,2,3,3,1,2,8,4,4,3,1,2,6,4,2,5,1,4,5,2,3,6,4,2,9,5,4,9,4,5,5,3,2,1,0,1,2,1,1,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,1.6,58,30,28,13,4,9,66,32,34,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,3,0,0,0,9,6,6,0,1,0,1,5,0,4,0,2,0,2,1,57,1,0,1,0,0,0,0,0,0,2,0,2,4,3,1,0,0,0,1,1,0,4,3,1,3,2,1,3,0,3,1,0,1,16,7,9,28,15,13,10.07,10.19,9.96,47.0,21,26,15,9,6,46,21,25,1.0,0,1,53,18,13.0,4,0,0,1,0,1,0,21,35,6,58,13,0,0,20.0,12,8,71,46,25,22,20,22,20,20,20,2,0,71,3.55,0.99,20.0,0,8,12,3,5,12,20,0,20,19,0,18,5,19,1,20,0,20,0,19,4,0,16,14,9,16,2,2,17,18,8,8,19,10,3,2,1,1,1,9,0,1,118.01,0.6016439284806372,1.0,0.4766046793267672,7.019742827633597,498.4017407619854,medio,secundaria,16.666666666666664,2.127659574468085,18.30985915492958
9,Ciudad de México,13,Xochimilco,231,Tecanco," 99°04'19.900"" W","19°13'54.548"" N",2418.0,46021.41767764298,355,188.0,167.0,18.0,10.0,8.0,337.0,178.0,159.0,325.0,170.0,155.0,284.0,145.0,139.0,255.0,132.0,123.0,241.0,124.0,117.0,17.0,10.0,7.0,36.0,23.0,13.0,55.0,30.0,25.0,29.0,13.0,16.0,14.0,8.0,6.0,49,24,25,100,22,14,8,88.83,100,243,12,30,18,12,26,16,10,44,22,22,26,15,11,37,17,20,23,10,13,19,10,9,30,19,11,40,17,23,24,12,12,17,8,9,17,10,7,10,5,5,7,5,2,2,2,0,2,2,0,1,0,1,0,0,0,2.03,220,108,112,135,80,55,306,160,146,19,10,9,35,18,17,0,0,0,34,17,17,35,0,34,76,63,34,29,23,11,6,3,4,1,3,29,10,14,0,4,0,8,3,301,4,2,2,2,0,2,3,0,3,8,4,4,12,7,5,0,0,0,11,9,2,17,13,4,32,17,15,41,20,21,11,6,5,80,41,39,65,30,35,7.98,7.66,8.33,199.0,83,116,84,62,22,194,80,114,5.0,3,2,129,226,54.0,38,0,3,129,0,3,0,95,161,28,249,51,0,55,90.0,28,62,355,95,260,105,90,105,90,90,90,9,6,355,3.94,1.49,81.0,9,53,37,21,23,46,85,5,19,1,71,57,32,79,11,59,31,12,1,58,65,1,63,39,22,19,7,14,69,79,15,7,79,24,11,6,4,5,10,60,2,2,118.01,3.008219642403186,1.0,0.38520994161359245,5.100091867083574,1810.5326128146687,bajo,primaria,16.666666666666664,2.512562814070352,15.211267605633802
9,Ciudad de México,13,Xochimilco,232,Atlaxco," 99°04'06.886"" W","19°13'59.768"" N",2362.0,46021.41767764298,123,63.0,60.0,6.0,2.0,4.0,117.0,61.0,56.0,110.0,54.0,56.0,95.0,50.0,45.0,90.0,47.0,43.0,89.0,46.0,43.0,11.0,8.0,3.0,11.0,3.0,8.0,10.0,4.0,6.0,5.0,3.0,2.0,1.0,1.0,0.0,13,6,7,33,12,5,7,95.24,33,83,7,13,9,4,14,3,11,6,4,2,5,1,4,9,6,3,16,7,9,13,5,8,6,4,2,7,3,4,9,7,2,8,5,3,5,4,1,5,3,2,2,1,1,2,0,2,1,0,1,2,1,1,0,0,0,2.1,74,37,37,49,26,23,110,54,56,0,0,0,7,4,3,0,0,0,7,4,3,7,0,7,18,60,27,33,16,11,5,1,2,1,2,20,6,9,2,2,0,8,1,87,5,5,0,0,0,0,0,0,0,1,1,0,4,2,2,0,0,0,6,2,4,10,6,4,12,3,9,13,7,6,4,3,1,32,17,15,19,11,8,7.28,7.64,6.88,72.0,35,37,23,15,8,69,35,34,3.0,0,3,44,79,39.0,4,0,0,37,0,0,0,33,55,7,68,27,0,28,38.0,12,26,123,40,83,50,38,50,38,38,38,8,4,123,3.24,1.5,35.0,3,26,12,15,11,12,35,3,5,0,33,26,3,33,3,38,0,4,0,36,34,1,18,13,7,0,4,6,32,31,7,16,34,20,2,2,4,3,3,18,2,1,118.01,1.0422845521565969,1.0,0.4470389872728975,6.3445549320302135,780.3802566397162,bajo,primaria,16.666666666666664,4.166666666666666,31.70731707317073
9,Ciudad de México,13,Xochimilco,234,Barrio Nochicala," 99°02'22.943"" W","19°14'41.385"" N",2379.0,46021.41767764298,179,97.0,82.0,4.0,2.0,2.0,175.0,95.0,80.0,171.0,92.0,79.0,165.0,88.0,77.0,162.0,85.0,77.0,162.0,85.0,77.0,6.0,4.0,2.0,4.0,3.0,1.0,4.0,4.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,18,8,10,64,21,11,10,84.54,17,151,11,8,5,3,5,3,2,4,4,0,3,0,3,15,8,7,27,14,13,18,11,7,18,6,12,17,10,7,24,15,9,10,5,5,9,5,4,10,7,3,6,3,3,3,0,3,2,1,1,0,0,0,0,0,0,2.47,159,87,72,20,10,10,171,92,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,46,17,24,6,18,2,12,0,131,3,1,2,0,0,0,1,1,0,0,0,0,4,1,3,0,0,0,3,1,2,12,6,6,14,9,5,27,13,14,3,1,2,61,36,25,44,20,24,8.35,8.25,8.47,164.0,87,77,1,1,0,164,87,77,0.0,0,0,33,146,12.0,10,0,1,120,0,3,0,30,122,13,131,14,0,34,71.0,44,27,179,116,63,87,71,87,71,71,71,15,1,179,2.52,0.77,64.0,7,19,52,1,18,52,71,0,4,2,67,68,1,70,1,68,3,4,0,68,44,0,51,36,20,19,12,22,57,67,12,34,58,8,1,0,1,3,5,55,1,1,118.01,1.516820608423015,1.0,0.42589767746652285,5.894429912904063,1055.1029544098274,bajo,primaria,16.666666666666664,0.0,6.70391061452514
9,Ciudad de México,13,Xochimilco,236,Camino Real a San Pedro," 99°03'18.810"" W","19°14'01.037"" N",2349.0,46021.41767764298,151,82.0,69.0,10.0,2.0,8.0,141.0,80.0,61.0,133.0,74.0,59.0,115.0,65.0,50.0,106.0,57.0,49.0,104.0,56.0,48.0,11.0,7.0,4.0,15.0,8.0,7.0,16.0,12.0,4.0,9.0,8.0,1.0,2.0,1.0,1.0,20,10,10,42,16,9,7,84.15,45,97,9,18,8,10,15,7,8,12,10,2,5,3,2,17,8,9,16,11,5,17,8,9,8,6,2,8,3,5,8,3,5,9,5,4,2,1,1,7,4,3,3,2,1,3,2,1,0,0,0,3,1,2,0,0,0,1.83,116,61,55,34,20,14,129,71,58,4,3,1,8,5,3,0,0,0,8,5,3,8,0,8,20,1,0,1,5,1,3,0,0,1,1,35,7,21,5,5,0,8,2,110,5,3,2,0,0,0,1,1,0,0,0,0,3,1,2,0,0,0,1,1,0,1,1,0,8,4,4,9,7,2,11,2,9,43,22,21,34,21,13,9.09,9.11,9.08,74.0,30,44,41,35,6,73,30,43,1.0,0,1,49,102,13.0,18,0,0,71,1,0,0,26,77,12,103,28,0,20,33.0,20,13,151,105,46,39,33,39,33,33,33,6,0,151,4.58,1.51,32.0,1,14,19,7,10,16,32,1,3,0,30,27,10,30,2,31,2,2,0,30,19,0,24,11,13,11,3,3,32,29,7,1,31,3,11,1,2,1,2,25,1,1,118.01,1.2795525802898058,1.0,0.4355809083927984,6.0973113244961965,920.6940099989257,medio,secundaria,16.666666666666664,1.3513513513513513,8.609271523178808
9,Ciudad de México,13,Xochimilco,237,El Cedral," 99°07'04.545"" W","19°12'57.745"" N",2397.0,46021.41767764298,28,13.0,15.0,0.0,0.0,0.0,28.0,13.0,15.0,27.0,13.0,14.0,25.0,13.0,12.0,20.0,10.0,10.0,17.0,9.0,8.0,1.0,0.0,1.0,2.0,0.0,2.0,7.0,3.0,4.0,5.0,3.0,2.0,3.0,1.0,2.0,2,1,1,6,3,2,1,115.38,8,19,1,1,0,1,1,0,1,6,3,3,4,1,3,1,1,0,0,0,0,3,1,2,1,0,1,4,2,2,1,1,0,2,2,0,1,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77,24,11,13,4,2,2,27,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0,1,1,0,1,0,0,0,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2,1,1,4,1,3,10,5,5,10.75,10.7,10.8,11.0,4,7,14,9,5,11,4,7,0.0,0,0,6,22,0.0,9,0,0,13,0,0,0,11,8,6,20,0,0,8,7.0,5,2,28,19,9,11,7,11,7,7,7,4,0,28,4.0,1.04,7.0,0,2,5,1,0,6,7,0,7,7,0,6,2,7,0,7,0,7,0,7,2,0,6,6,1,5,1,2,7,6,5,5,7,7,1,3,1,0,0,0,0,1,118.01,0.23726802813320905,1.0,0.5231082561093462,8.196979732375922,229.51543250652583,medio,secundaria,16.666666666666664,0.0,0.0
9,Ciudad de México,13,Xochimilco,238,La Espejera," 99°03'24.945"" W","19°15'44.832"" N",2227.0,46021.41767764298,40,17.0,23.0,4.0,1.0,3.0,36.0,16.0,20.0,35.0,16.0,19.0,28.0,14.0,14.0,26.0,12.0,14.0,23.0,10.0,13.0,2.0,1.0,1.0,6.0,1.0,5.0,8.0,3.0,5.0,2.0,2.0,0.0,3.0,2.0,1.0,4,1,3,9,2,1,1,135.29,14,24,2,5,1,4,6,2,4,3,2,1,5,3,2,2,0,2,6,3,3,3,1,2,3,1,2,0,0,0,1,1,0,2,1,1,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2.86,35,14,21,4,3,1,35,16,19,0,0,0,3,1,2,0,0,0,3,1,2,3,0,3,8,1,0,1,0,0,0,0,0,0,0,3,1,2,0,2,0,0,0,37,1,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,4,1,3,2,0,2,12,8,4,7,2,5,9.19,8.75,9.57,16.0,5,11,11,9,2,16,5,11,0.0,0,0,11,29,9.0,3,0,0,15,0,2,0,8,19,1,21,9,0,10,9.0,3,6,40,17,23,9,9,9,9,9,9,0,0,40,4.44,2.22,8.0,1,6,3,4,3,2,9,0,9,2,0,4,0,8,1,8,1,8,0,8,8,0,4,5,0,1,0,7,8,9,0,0,8,0,0,0,1,0,1,9,0,1,118.01,0.33895432590458435,1.0,0.5057917398924369,7.741489914234057,309.6595965693623,medio,secundaria,16.666666666666664,0.0,22.5
9,Ciudad de México,13,Xochimilco,239,Ahuatitla (Texcopaxuli)," 99°03'15.298"" W","19°13'52.973"" N",2370.0,46021.41767764298,232,108.0,124.0,16.0,8.0,8.0,216.0,100.0,116.0,212.0,98.0,114.0,178.0,86.0,92.0,161.0,79.0,82.0,146.0,72.0,74.0,11.0,5.0,6.0,27.0,9.0,18.0,32.0,13.0,19.0,17.0,7.0,10.0,15.0,7.0,8.0,28,13,15,64,12,7,5,114.81,71,152,9,20,10,10,30,10,20,21,9,12,21,8,13,22,12,10,17,9,8,18,10,8,17,7,10,16,9,7,21,9,12,12,5,7,5,3,2,3,2,1,5,3,2,2,0,2,0,0,0,1,1,0,1,1,0,2.14,190,88,102,42,20,22,203,95,108,7,3,4,4,2,2,0,0,0,4,2,2,4,0,4,8,1,1,0,13,4,8,0,2,0,0,23,3,16,1,5,0,1,3,194,0,0,0,0,0,0,1,0,1,12,5,7,7,4,3,2,0,2,4,3,1,6,4,2,10,6,4,26,10,16,5,1,4,46,26,20,56,28,28,9.29,9.27,9.3,117.0,46,71,61,40,21,117,46,71,0.0,0,0,82,150,41.0,15,0,1,97,0,0,0,54,103,21,155,21,8,48,57.0,33,24,232,148,84,68,57,68,57,57,57,8,3,232,4.07,1.27,54.0,3,24,33,6,23,28,57,0,14,0,43,54,26,50,6,55,2,14,0,51,26,0,33,31,10,24,9,3,49,53,14,0,55,9,4,2,5,0,2,39,0,1,118.01,1.965935090246589,1.0,0.4108134838760966,5.589178875635891,1296.6894991475267,medio,secundaria,16.666666666666664,0.0,17.67241379310345
9,Ciudad de México,13,Xochimilco,242,Atenco (Tlaquilpa)," 99°03'17.623"" W","19°15'23.200"" N",2231.0,46021.41767764298,47,21.0,26.0,0.0,0.0,0.0,47.0,21.0,26.0,45.0,19.0,26.0,41.0,19.0,22.0,39.0,19.0,20.0,39.0,19.0,20.0,2.0,2.0,0.0,4.0,0.0,4.0,6.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,14,8,6,15,4,1,3,123.81,8,36,3,2,2,0,2,0,2,4,0,4,4,0,4,10,8,2,4,0,4,5,3,2,0,0,0,2,2,0,2,2,0,8,3,5,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,2,1.74,28,14,14,19,7,12,41,19,22,4,0,4,18,7,11,0,0,0,18,7,11,18,0,18,28,0,0,0,2,2,2,2,2,2,2,4,0,2,0,0,2,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,0,0,0,0,0,4,2,2,0,0,0,11,5,6,0,0,0,10,4,6,14,8,6,8.36,8.84,7.9,28.0,15,13,13,4,9,28,15,13,0.0,0,0,6,41,2.0,0,0,0,39,0,0,0,15,20,6,47,0,0,0,15.0,3,12,47,12,35,17,15,16,14,15,15,2,0,47,3.13,1,12.0,3,9,6,5,2,8,15,0,14,14,1,11,0,14,1,15,0,14,0,15,9,0,8,2,0,2,4,7,9,12,2,2,13,2,0,2,2,2,2,13,0,1,118.01,0.3982713329378866,1.0,0.4977571225686601,7.537146690693159,354.24589446257846,bajo,primaria,16.666666666666664,0.0,4.25531914893617
9,Ciudad de México,13,Xochimilco,243,Naxayopa," 99°03'32.479"" W","19°15'32.060"" N",2227.0,46021.41767764298,227,115.0,112.0,14.0,8.0,6.0,213.0,107.0,106.0,202.0,100.0,102.0,170.0,86.0,84.0,163.0,84.0,79.0,151.0,77.0,74.0,14.0,10.0,4.0,29.0,11.0,18.0,23.0,8.0,15.0,7.0,2.0,5.0,12.0,7.0,5.0,28,15,13,62,19,9,10,97.39,64,152,11,25,15,10,20,10,10,19,6,13,18,8,10,22,14,8,15,8,7,19,13,6,23,6,17,13,7,6,10,6,4,11,5,6,13,8,5,8,3,5,4,2,2,5,2,3,2,2,0,0,0,0,0,0,0,1.99,182,91,91,45,24,21,200,98,102,2,2,0,18,9,9,0,0,0,18,9,9,18,0,18,33,8,4,4,3,3,0,0,0,0,0,18,8,10,3,8,0,6,0,206,8,6,2,1,1,0,2,1,1,6,4,2,4,3,1,1,1,0,10,7,3,10,7,3,11,6,5,28,13,15,9,2,7,45,21,24,51,28,23,8.62,8.61,8.63,118.0,46,72,51,40,11,118,46,72,0.0,0,0,98,129,11.0,34,1,1,83,0,0,0,42,109,19,206,11,0,10,53.0,17,36,227,58,169,55,53,48,46,53,53,2,0,227,4.28,1.46,49.0,4,21,32,11,13,29,51,2,45,23,8,30,7,39,12,51,2,43,0,36,47,0,31,24,7,5,5,28,44,47,9,17,46,13,8,2,3,3,6,34,0,1,118.01,1.9235657995085162,1.0,0.4120957680206935,5.614625029071475,1274.5198815992248,bajo,primaria,16.666666666666664,0.0,4.845814977973569
9,Ciudad de México,13,Xochimilco,244,Coapantitla," 99°03'24.033"" W","19°15'24.745"" N",2229.0,46021.41767764298,62,29.0,33.0,6.0,4.0,2.0,56.0,25.0,31.0,54.0,24.0,30.0,48.0,20.0,28.0,40.0,16.0,24.0,36.0,14.0,22.0,4.0,3.0,1.0,4.0,2.0,2.0,12.0,6.0,6.0,8.0,4.0,4.0,4.0,2.0,2.0,6,0,6,14,4,2,2,113.79,22,36,4,8,5,3,2,2,0,12,6,6,6,2,4,4,0,4,8,4,4,4,2,2,0,0,0,8,4,4,6,2,4,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,48,27,21,12,2,10,48,24,24,6,0,6,18,3,15,0,0,0,18,3,15,16,0,16,22,0,0,0,0,0,0,0,0,0,0,6,0,6,0,2,0,2,2,54,2,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0,12,4,8,20,8,12,10.95,11,10.92,31.0,8,23,17,12,5,31,8,23,0.0,0,0,22,40,4.0,8,0,0,28,0,0,0,18,26,4,56,6,0,0,12.0,0,12,62,0,62,14,12,14,12,12,12,0,2,62,5.17,1.19,12.0,0,2,10,0,4,8,12,0,10,6,2,6,2,10,0,11,1,10,0,10,12,0,10,8,2,0,0,8,12,10,4,8,12,8,0,0,2,0,0,4,0,1,118.01,0.5253792051521057,1.0,0.48365120284149843,7.188844093935647,445.70833382401014,medio,secundaria,16.666666666666664,0.0,6.451612903225806
